question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,final_calibrated_score,single_diff,avg_diff,selected_diff,final_diff,selected_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,final_gain_vs_avg,final_gain_vs_single,route,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,0.0,0.5,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.0,0.0,0.0,0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.33,0.3,0.5,0.3,0.366667,0.633333,keep_minor_change
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,1.0,0.0,0.5,0.5,0.5,-1.0,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4082,0.0,0.0,1.0,0.0,0.333333,0.666667,keep_minor_change
CO_1,ANS,1.0,2.5,2.2,2.2,2.2,1.5,1.2,1.2,1.2,1.2,1.2,0.3,0.0,0.0,0.0,0.3,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.5,0.0,0.166667,0.833333,
CO_1,ANS,2.0,3.5,3.3,3.3,1.8,1.5,1.3,1.3,-0.2,1.3,0.2,0.2,0.0,1.1,1.1,1.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.5,0.0,0.166667,0.833333,auto_small_lower
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,5.0,2.5,2.5,2.5,2.5,-2.5,-2.5,-2.5,-2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_2,ANS,15.0,18.0,17.7,17.7,17.7,3.0,2.7,2.7,2.7,2.7,2.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,reject_raise
CO_2,ANS,15.0,20.0,19.7,19.7,19.7,5.0,4.7,4.7,4.7,4.7,4.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,keep_minor_change
CO_2,ANS,15.0,2.0,2.0,2.0,2.0,-13.0,-13.0,-13.0,-13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.5,0.5,0.0,0.5,0.333333,0.666667,keep_minor_change
CO_2,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
CO_2,ANS,18.0,5.0,5.2,5.2,5.2,-13.0,-12.8,-12.8,-12.8,12.8,12.8,0.2,0.0,0.0,0.0,0.2,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.0,0.041667,0.958333,keep_minor_change
CO_2,ANS,15.0,14.5,13.8,13.8,13.8,-0.5,-1.2,-1.2,-1.2,1.2,1.2,-0.7,0.0,0.0,0.0,-0.7,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.25,0.375,0.25,0.291667,0.708333,keep_minor_change
CO_2,ANS,18.0,10.0,10.8,10.8,12.2,-8.0,-7.2,-7.2,-5.8,7.2,5.8,0.8,0.0,1.4,1.4,2.2,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.0,0.375,0.0,0.125,0.875,auto_small_raise
CO_2,ANS,18.0,20.0,19.3,19.3,19.3,2.0,1.3,1.3,1.3,1.3,1.3,0.7,0.0,0.0,0.0,0.7,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,
CO_2,ANS,15.0,10.0,12.3,12.3,12.3,-5.0,-2.7,-2.7,-2.7,2.7,2.7,2.3,0.0,0.0,0.0,2.3,NEG,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,4.0277,0.0,0.25,1.0,0.25,0.5,0.5,
CO_2,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
CO_2,ANS,15.0,12.0,11.5,11.5,12.9,-3.0,-3.5,-3.5,-2.1,3.5,2.1,-0.5,0.0,1.4,1.4,0.9,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.45,0.25,0.45,0.383333,0.616667,auto_small_raise
CO_2,ANS,20.0,14.0,13.7,13.7,13.7,-6.0,-6.3,-6.3,-6.3,6.3,6.3,-0.3,0.0,0.0,0.0,-0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change
CO_2,ANS,20.0,10.0,7.7,7.7,7.7,-10.0,-12.3,-12.3,-12.3,12.3,12.3,-2.3,0.0,0.0,0.0,-2.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.6997,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_raise
CO_2,ANS,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_2,ANS,20.0,18.0,18.0,18.0,18.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_2,ANS,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_2,ANS,20.0,14.0,14.0,14.0,14.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_2,ANS,20.0,15.0,16.0,16.0,16.0,-5.0,-4.0,-4.0,-4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_2,ANS,18.0,20.0,20.0,20.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.05,0.0,0.05,0.033333,0.966667,
CO_2,ANS,20.0,17.0,16.7,16.7,16.7,-3.0,-3.3,-3.3,-3.3,3.3,3.3,-0.3,0.0,0.0,0.0,-0.3,POS,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,
CO_2,ANS,18.0,8.0,8.0,8.0,8.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.5,0.5,0.0,0.5,0.333333,0.666667,keep_minor_change
CO_2,ANS,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_2,ANS,20.0,15.0,15.7,15.7,15.7,-5.0,-4.3,-4.3,-4.3,4.3,4.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change
CO_2,ANS,18.0,6.0,6.3,6.3,6.3,-12.0,-11.7,-11.7,-11.7,11.7,11.7,0.3,0.0,0.0,0.0,0.3,POS,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.05,0.25,0.05,0.116667,0.883333,
CO_2,ANS,18.0,9.0,9.7,9.7,9.7,-9.0,-8.3,-8.3,-8.3,8.3,8.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,reject_raise
CO_2,ANS,20.0,11.0,11.3,11.3,11.3,-9.0,-8.7,-8.7,-8.7,8.7,8.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.2472,0.0,0.0,0.75,0.0,0.25,0.75,keep_minor_change
CO_2,ANS,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_2,ANS,19.0,14.5,14.2,14.2,14.2,-4.5,-4.8,-4.8,-4.8,4.8,4.8,-0.3,0.0,0.0,0.0,-0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8498,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_2,ANS,15.0,15.0,13.3,13.3,14.7,0.0,-1.7,-1.7,-0.3,1.7,0.3,-1.7,0.0,1.4,1.4,-0.3,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,2.357,0.0,0.0,1.0,0.0,0.333333,0.666667,medium_raise
CO_2,ANS,20.0,18.0,17.8,17.8,17.8,-2.0,-2.2,-2.2,-2.2,2.2,2.2,-0.2,0.0,0.0,0.0,-0.2,POS,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.25,0.0,0.0,0.125,0.0,0.041667,0.958333,
CO_2,ANS,18.0,18.0,17.7,17.7,17.7,0.0,-0.3,-0.3,-0.3,0.3,0.3,-0.3,0.0,0.0,0.0,-0.3,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.2472,0.0,0.05,0.75,0.05,0.283333,0.716667,reject_raise
CO_2,ANS,20.0,16.0,15.4,15.4,15.4,-4.0,-4.6,-4.6,-4.6,4.6,4.6,-0.6,0.0,0.0,0.0,-0.6,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8485,0.0,0.0,0.45,0.0,0.15,0.85,keep_minor_change
CO_2,ANS,20.0,18.0,16.0,16.0,16.0,-2.0,-4.0,-4.0,-4.0,4.0,4.0,-2.0,0.0,0.0,0.0,-2.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.633,0.0,0.0,1.0,0.0,0.333333,0.666667,keep_minor_change
CO_2,ANS,19.0,16.0,16.7,16.7,16.7,-3.0,-2.3,-2.3,-2.3,2.3,2.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change
CO_2,ANS,15.0,14.0,13.3,13.3,13.3,-1.0,-1.7,-1.7,-1.7,1.7,1.7,-0.7,0.0,0.0,0.0,-0.7,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,keep_minor_change
CO_2,ANS,20.0,14.0,15.0,15.0,15.0,-6.0,-5.0,-5.0,-5.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_2,ANS,18.0,14.0,12.0,12.0,13.4,-4.0,-6.0,-6.0,-4.6,6.0,4.6,-2.0,0.0,1.4,1.4,-0.6,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.633,0.0,0.0,1.0,0.0,0.333333,0.666667,auto_small_raise
CO_2,ANS,15.0,16.0,17.0,17.0,17.0,1.0,2.0,2.0,2.0,2.0,2.0,-1.0,0.0,0.0,0.0,-1.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.0,0.0,0.25,0.5,0.25,0.333333,0.666667,
CO_2,ANS,18.0,17.0,17.0,17.0,17.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_2,ANS,20.0,10.0,9.0,9.0,9.0,-10.0,-11.0,-11.0,-11.0,11.0,11.0,-1.0,0.0,0.0,0.0,-1.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.0,0.25,0.5,0.25,0.333333,0.666667,keep_minor_change
CO_2,ANS,20.0,13.0,13.0,13.0,13.0,-7.0,-7.0,-7.0,-7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_2,ANS,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.25,0.0,0.25,0.166667,0.833333,keep_minor_change
CO_2,ANS,18.0,9.0,9.3,9.3,10.3,-9.0,-8.7,-8.7,-7.7,8.7,7.7,0.3,0.0,1.0,1.0,1.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,small_raise
CO_2,ANS,15.0,6.5,8.3,8.3,8.3,-8.5,-6.7,-6.7,-6.7,6.7,6.7,1.8,0.0,0.0,0.0,1.8,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.6062,0.0,0.0,0.975,0.0,0.325,0.675,reject_lower
CO_2,ANS,12.0,2.0,5.3,5.3,5.3,-10.0,-6.7,-6.7,-6.7,6.7,6.7,3.3,0.0,0.0,0.0,3.3,NEG,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,4.714,0.0,0.5,1.0,0.5,0.666667,0.333333,
CO_2,ANS,20.0,12.0,11.3,11.3,11.3,-8.0,-8.7,-8.7,-8.7,8.7,8.7,-0.7,0.0,0.0,0.0,-0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_2,ANS,20.0,16.0,16.0,16.0,16.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_2,ANS,18.0,11.0,10.2,10.2,10.2,-7.0,-7.8,-7.8,-7.8,7.8,7.8,-0.8,0.0,0.0,0.0,-0.8,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.05,0.375,0.05,0.158333,0.841667,reject_raise
CO_2,ANS,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_2,ANS,20.0,17.5,17.5,17.5,17.5,-2.5,-2.5,-2.5,-2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,POS,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.05,0.25,0.05,0.116667,0.883333,
CO_2,ANS,15.0,15.0,14.3,14.3,14.3,0.0,-0.7,-0.7,-0.7,0.7,0.7,-0.7,0.0,0.0,0.0,-0.7,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,keep_minor_change
CO_2,ANS,15.0,15.0,16.0,16.0,16.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.0,0.25,0.5,0.25,0.333333,0.666667,reject_raise
CO_2,ANS,20.0,19.0,19.5,19.5,19.5,-1.0,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.5,0.0,0.0,0.25,0.0,0.083333,0.916667,
CO_2,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
CO_2,ANS,18.0,16.5,15.8,15.8,15.8,-1.5,-2.2,-2.2,-2.2,2.2,2.2,-0.7,0.0,0.0,0.0,-0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,keep_minor_change
CO_2,ANS,15.0,14.0,13.5,13.5,14.5,-1.0,-1.5,-1.5,-0.5,1.5,0.5,-0.5,0.0,1.0,1.0,0.5,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.5,0.0,0.25,0.25,0.25,0.25,0.75,small_raise
CO_2,ANS,15.0,4.0,3.3,3.3,3.3,-11.0,-11.7,-11.7,-11.7,11.7,11.7,-0.7,0.0,0.0,0.0,-0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.5,0.5,0.25,0.5,0.416667,0.583333,keep_minor_change
CO_2,ANS,18.0,12.0,12.0,12.0,12.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_2,ANS,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_2,ANS,15.0,14.0,13.3,13.3,12.3,-1.0,-1.7,-1.7,-2.7,1.7,2.7,-0.7,0.0,-1.0,-1.0,-1.7,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,small_lower
CO_2,ANS,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_2,ANS,20.0,17.4,16.7,16.7,16.7,-2.6,-3.3,-3.3,-3.3,3.3,3.3,-0.7,0.0,0.0,0.0,-0.7,POS,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,
CO_2,ANS,15.0,12.5,13.8,13.8,12.4,-2.5,-1.2,-1.2,-2.6,1.2,2.6,1.3,0.0,-1.4,-1.4,-0.1,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.25,0.0,0.25,0.625,0.25,0.375,0.625,small_lower
CO_3,ANS,7.0,4.0,4.0,4.0,4.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,keep_minor_change
CO_3,ANS,3.0,2.0,2.7,2.7,2.7,-1.0,-0.3,-0.3,-0.3,0.3,0.3,0.7,0.0,0.0,0.0,0.7,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.5,0.5,0.5,0.5,0.5,0.5,reject_lower
CO_3,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
CO_3,ANS,8.0,5.0,5.8,5.8,6.3,-3.0,-2.2,-2.2,-1.7,2.2,1.7,0.8,0.0,0.5,0.5,1.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.6236,0.0,0.0,0.75,0.0,0.25,0.75,medium_raise
CO_3,ANS,8.0,2.0,2.0,2.0,2.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.17,0.2,0.0,0.3,0.166667,0.833333,keep_minor_change
CO_3,ANS,7.0,3.0,3.0,3.0,3.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_3,ANS,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,keep_minor_change
CO_3,ANS,7.0,8.0,7.7,7.7,7.7,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.0,0.0,0.0,0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.1,0.5,0.1,0.233333,0.766667,reject_raise
CO_3,ANS,3.0,1.0,1.5,1.5,1.5,-2.0,-1.5,-1.5,-1.5,1.5,1.5,0.5,0.0,0.0,0.0,0.5,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4082,0.33,0.2,0.5,0.2,0.3,0.7,keep_minor_change
CO_3,ANS,8.0,7.0,7.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.05,0.0,0.05,0.033333,0.966667,keep_minor_change
CO_3,ANS,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_3,ANS,7.0,8.0,7.7,7.7,7.7,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.0,0.0,0.0,0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.1,0.5,0.1,0.233333,0.766667,keep_minor_change
CO_3,ANS,7.0,2.0,2.5,2.5,2.5,-5.0,-4.5,-4.5,-4.5,4.5,4.5,0.5,0.0,0.0,0.0,0.5,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.0801,0.0,0.05,1.0,0.05,0.366667,0.633333,reject_lower
CO_3,ANS,7.0,4.0,4.0,4.0,4.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,keep_minor_change
CO_3,ANS,9.0,6.0,6.3,6.3,5.6,-3.0,-2.7,-2.7,-3.4,2.7,3.4,0.3,0.0,-0.7,-0.7,-0.4,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.5,0.0,0.166667,0.833333,small_lower
CO_3,ANS,8.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,keep_minor_change
CO_3,ANS,7.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_3,ANS,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_3,ANS,7.0,2.0,2.5,2.5,2.5,-5.0,-4.5,-4.5,-4.5,4.5,4.5,0.5,0.0,0.0,0.0,0.5,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.5,0.0,0.1,0.5,0.1,0.233333,0.766667,reject_lower
CO_3,ANS,3.0,1.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.8165,0.33,0.45,1.0,0.45,0.633333,0.366667,reject_lower
