question_id,student_id,diagnostic_group,baseline_error_direction,teacher_score,baseline_score,trial_score,max_score,safety_tolerance,baseline_abs_error,trial_abs_error,trial_route,trial_membership,U_E,U_S,U_R,U_R_consensus,U_R_evidence,U_R_undercredit,result_correctness_signal,result_strong_signal,method_evidence_signal,lenient_undercredit_signal,stable_undercredit_review,result_anchored_undercredit_review,unsupported_match_points_ratio,effective_unsupported_match_points_ratio,unsupported_high_score_risk,bare_answer_risk,core_support_signal,core_contradiction_ratio,evidence_supported_answer,boundary_action,boundary_gate_reason,sequential_outcome,requires_human_review
CO_11,ANS_CO_1283,bnd_auto_resolved,safe,15.0,15.0,15.0,15.0,1.5,0.0,0.0,BND,0.427656,0.0,1.0,0.1579,0.033333,0.1579,0.0,1.0,1.0,1.0,0.0,False,False,0.1,0.1,0.1,0.0,1.0,0.1579,True,keep_baseline,structured_evidence_supports_no_material_change,auto_kept_after_review,False
CO_13,ANS_CO_1617,bnd_human_review,undercredit,19.0,10.5,10.5,20.0,2.0,8.5,8.5,BND,0.454593,0.0,0.875,0.133333,0.133333,0.0,0.0,1.0,0.0,1.0,0.3824,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_2,ANS_CO_620,bnd_human_review,undercredit,15.0,8.0,8.0,20.0,2.0,7.0,7.0,BND,0.377003,0.5,1.0,0.633333,0.633333,0.0,0.0,0.5,0.1,0.5,0.1324,True,False,0.0,0.0,0.0,0.25,0.3,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_10,ANS_CO_1091,bnd_human_review,undercredit,8.0,1.5,1.5,15.0,1.5,6.5,6.5,BND,0.48885,0.4,0.5,0.511111,0.511111,0.0,0.0,0.0,0.0,0.1111,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_11,ANS_CO_1232,bnd_human_review,undercredit,14.0,8.2,8.2,15.0,1.5,5.8,5.8,BND,0.37915,0.533333,1.0,0.588889,0.588889,0.1667,0.0,0.8182,0.8182,0.375,0.1095,False,False,0.1667,0.1667,0.0911,0.5114,0.2105,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_4,ANS_CO_676,bnd_human_review,overcredit,8.0,13.8,13.8,20.0,2.0,5.8,5.8,BND,0.419569,0.0,1.0,0.266667,0.266667,0.0,0.0,1.0,0.0,1.0,0.1882,False,False,0.0,0.0,0.0,0.0,0.5,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_2,ANS_CO_525,bnd_human_review,undercredit,20.0,14.7,14.7,20.0,2.0,5.3,5.3,BND,0.40237,0.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.1353,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_2,ANS_CO_625,bnd_human_review,undercredit,20.0,14.7,14.7,20.0,2.0,5.3,5.3,BND,0.429488,0.0,1.0,0.133333,0.133333,0.0,0.0,0.6,0.6,0.6,0.0419,False,False,0.0,0.0,0.1764,0.24,0.6,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_6,ANS_CO_411,bnd_human_review,overcredit,12.0,17.3,17.3,20.0,2.0,5.3,5.3,BND,0.508346,0.0,0.5,0.4286,0.1,0.4286,0.0,1.0,0.4286,1.0,0.0,False,False,0.15,0.15,0.1298,0.0,0.7143,0.4286,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_3,ANS_CO_230,bnd_human_review,undercredit,8.0,3.2,3.2,10.0,1.0,4.8,4.8,BND,0.427002,0.0,1.0,0.166667,0.166667,0.0,0.0,0.5,0.0,0.5,0.1286,True,False,0.0,0.0,0.0,0.25,0.25,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_2,ANS_CO_576,bnd_human_review,undercredit,20.0,15.3,15.3,20.0,2.0,4.7,4.7,BND,0.419569,0.0,1.0,0.266667,0.266667,0.0,0.0,1.0,0.6,1.0,0.1,False,False,0.0,0.0,0.0,0.0,0.8,0.0,False,keep_baseline,structured_evidence_supports_no_material_change,defer_human,True
CO_10,ANS_CO_1181,bnd_human_review,undercredit,6.0,1.7,1.7,15.0,1.5,4.3,4.3,BND,0.482251,0.833333,0.333333,0.855556,0.855556,0.0667,0.0,0.5,0.5,0.2222,0.0963,False,False,0.0667,0.0667,0.0076,0.3889,0.0,0.0,False,keep_baseline,structured_evidence_confidence_below_threshold,defer_human,True
CO_5,ANS_CO_327,bnd_human_review,undercredit,8.0,3.7,3.7,15.0,1.5,4.3,4.3,BND,0.422868,0.0,1.0,0.222222,0.222222,0.0,0.0,0.0,0.0,0.3333,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_10,ANS_CO_1115,bnd_human_review,undercredit,7.0,3.0,3.0,15.0,1.5,4.0,4.0,BND,0.417831,0.466667,0.833333,0.533333,0.533333,0.0,0.0,0.5,0.5,0.4444,0.1699,True,False,0.0,0.0,0.0,0.2778,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
ISC_5,ANS_ISC_67,bnd_human_review,undercredit,6.0,2.2,2.2,6.0,0.6,3.8,3.8,BND,0.387496,0.375,1.0,0.541667,0.541667,0.0,0.0,0.25,0.25,0.25,0.0324,False,False,0.0,0.0,0.0,0.1875,0.25,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_2,ANS_CO_643,bnd_human_review,undercredit,20.0,16.7,16.7,20.0,2.0,3.3,3.3,BND,0.427002,0.0,1.0,0.166667,0.166667,0.0,0.0,0.9,0.9,0.9,0.0138,False,False,0.0,0.0,0.0835,0.09,0.9,0.0,True,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_3,ANS_CO_241,bnd_human_review,undercredit,6.0,2.8,2.8,10.0,1.0,3.2,3.2,BND,0.427002,0.0,1.0,0.166667,0.166667,0.0,0.0,0.5,0.0,0.5,0.1383,True,False,0.0,0.0,0.0,0.25,0.25,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_8,ANS_CO_762,bnd_human_review,undercredit,5.0,1.8,1.8,10.0,1.0,3.2,3.2,BND,0.515518,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,structured_evidence_confidence_below_threshold,defer_human,True
CPL_7,ANS_CPL_395,bnd_human_review,overcredit,10.0,13.2,13.2,15.0,1.5,3.2,3.2,BND,0.532471,0.0,0.5,0.111111,0.111111,0.0,0.0,1.0,0.6667,1.0,0.0,False,False,0.0,0.0,0.0,0.0,0.8333,0.0,True,keep_baseline,structured_evidence_confidence_below_threshold,defer_human,True
CO_3,ANS_CO_142,bnd_human_review,undercredit,5.0,2.0,2.0,10.0,1.0,3.0,3.0,BND,0.414633,0.0,1.0,0.333333,0.333333,0.0,0.0,1.0,0.0,1.0,0.7647,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_4,ANS_CO_686,bnd_human_review,undercredit,14.0,11.0,11.0,20.0,2.0,3.0,3.0,BND,0.430732,0.0,1.0,0.116667,0.116667,0.0,0.0,0.0,0.0,0.4444,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_8,ANS_CO_767,bnd_human_review,undercredit,5.0,2.1,2.1,10.0,1.0,2.9,2.9,BND,0.414633,0.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.25,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
ML_1,ANS_ML_24,bnd_human_review,undercredit,4.0,1.3,1.3,4.0,0.5,2.7,2.7,BND,0.390229,0.0,1.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,candidate_direction_conflicts_with_structured_evidence,defer_human,True
CO_13,ANS_CO_1636,bnd_human_review,safe,20.0,18.0,18.0,20.0,2.0,2.0,2.0,BND,0.481198,0.0,0.75,0.116667,0.116667,0.0,0.0,1.0,0.5333,1.0,0.0,False,False,0.0,0.0,0.0,0.0,0.7667,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_12,ANS_CO_1485,bnd_human_review,safe,17.0,15.2,15.2,25.0,2.5,1.8,1.8,BND,0.433914,0.08,0.92,0.253333,0.253333,0.0,0.0,0.75,0.5,0.8,0.1613,False,False,0.0,0.0,0.0,0.15,0.625,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_10,ANS_CO_1095,bnd_human_review,undercredit,8.0,6.3,6.3,15.0,1.5,1.7,1.7,BND,0.450758,0.066667,0.833333,0.266667,0.266667,0.2,0.0,0.5,0.5,0.7778,0.183,True,False,0.2,0.2,0.084,0.1111,0.0,0.0,False,keep_baseline,structured_evidence_supports_no_material_change,defer_human,True
CO_12,ANS_CO_1445,bnd_human_review,safe,9.0,7.3,7.3,25.0,2.5,1.7,1.7,BND,0.507819,0.08,0.6,0.133333,0.133333,0.0,0.0,0.75,0.0,0.8,0.3904,True,False,0.0,0.0,0.0,0.12,0.375,0.0,False,keep_baseline,structured_evidence_supports_no_material_change,defer_human,True
ISC_9,ANS_ISC_378,bnd_human_review,overcredit,0.0,1.7,1.7,10.0,1.0,1.7,1.7,BND,0.374622,0.5,1.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CPL_7,ANS_CPL_362,bnd_human_review,safe,12.0,13.5,13.5,15.0,1.5,1.5,1.5,BND,0.414633,0.0,1.0,0.333333,0.333333,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
POC_5,ANS_POC_164,bnd_human_review,undercredit,5.0,3.5,3.5,5.0,0.5,1.5,1.5,BND,0.409714,0.0,1.0,0.4,0.4,0.0,0.0,1.0,0.4,0.8,0.1412,False,False,0.0,0.0,0.14,0.2,0.7,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_13,ANS_CO_1605,bnd_human_review,safe,16.0,14.7,14.7,20.0,2.0,1.3,1.3,BND,0.420805,0.0,1.0,0.25,0.25,0.0,0.0,1.0,0.4667,1.0,0.1353,False,False,0.0,0.0,0.0,0.0,0.7333,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_6,ANS_CO_412,bnd_human_review,safe,14.0,15.3,15.3,20.0,2.0,1.3,1.3,BND,0.40761,0.0,1.0,0.4286,0.133333,0.4286,0.0,0.4286,0.4286,0.75,0.0321,False,False,0.15,0.15,0.1147,0.1071,0.4286,0.4286,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_13,ANS_CO_1629,bnd_human_review,safe,15.0,13.8,13.8,20.0,2.0,1.2,1.2,BND,0.515518,0.0,0.625,0.0,0.0,0.0,0.0,1.0,0.5333,1.0,0.1882,False,False,0.0,0.0,0.0,0.0,0.7667,0.0,False,keep_baseline,structured_evidence_confidence_below_threshold,defer_human,True
CO_8,ANS_CO_875,bnd_human_review,undercredit,10.0,8.8,8.8,10.0,1.0,1.2,1.2,BND,0.427002,0.0,1.0,0.166667,0.166667,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
POC_5,ANS_POC_140,bnd_human_review,undercredit,5.0,3.9,3.9,5.0,0.5,1.1,1.1,BND,0.419569,0.0,1.0,0.266667,0.266667,0.0,0.0,1.0,0.4,1.0,0.0824,False,False,0.0,0.0,0.0,0.0,0.7,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CPL_8,ANS_CPL_464,bnd_human_review,safe,8.0,9.0,9.0,10.0,1.0,1.0,1.0,BND,0.52243,0.1,0.5,0.2,0.133333,0.2,0.0,0.0,0.0,1.0,0.0,False,False,0.2,0.2,0.18,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
ML_4,ANS_ML_180,bnd_human_review,undercredit,3.0,2.0,2.0,6.0,0.6,1.0,1.0,BND,0.414633,0.0,1.0,0.333333,0.333333,0.0,0.0,1.0,0.0,1.0,0.6078,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_13,ANS_CO_1644,bnd_human_review,safe,18.0,18.8,18.8,20.0,2.0,0.8,0.8,BND,0.524461,0.0,0.5,0.216667,0.216667,0.0,0.0,1.0,0.4667,1.0,0.0,False,False,0.0,0.0,0.0,0.0,0.7333,0.0,False,keep_baseline,structured_evidence_confidence_below_threshold,defer_human,True
CO_5,ANS_CO_353,bnd_human_review,safe,12.0,11.2,11.2,15.0,1.5,0.8,0.8,BND,0.422868,0.0,1.0,0.222222,0.222222,0.0,0.0,0.0,0.0,0.6667,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CPL_4,ANS_CPL_221,bnd_human_review,safe,0.0,0.8,0.8,10.0,1.0,0.8,0.8,BND,0.433223,0.0,1.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_6,ANS_CO_433,bnd_human_review,safe,4.0,4.7,4.7,20.0,2.0,0.7,0.7,BND,0.419569,0.0,1.0,0.266667,0.266667,0.0,0.0,0.5714,0.0,0.6875,0.2395,True,False,0.0,0.0,0.0,0.1786,0.2857,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
DM_3,ANS_DM_227,bnd_human_review,safe,1.0,0.3,0.3,10.0,1.0,0.7,0.7,BND,0.457048,0.7,0.5,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_10,ANS_CO_1118,bnd_human_review,safe,4.0,4.5,4.5,15.0,1.5,0.5,0.5,BND,0.403337,0.2,1.0,0.4,0.4,0.0667,0.0,0.0,0.0,0.6667,0.0,False,False,0.0667,0.0667,0.02,0.0,0.0,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_12,ANS_CO_1457,bnd_human_review,safe,22.0,21.7,21.7,25.0,2.5,0.3,0.3,BND,0.427499,0.0,1.0,0.16,0.16,0.0,0.0,1.0,0.25,1.0,0.0,False,False,0.0,0.0,0.0,0.0,0.625,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
DM_3,ANS_DM_269,bnd_human_review,safe,6.0,6.3,6.3,10.0,1.0,0.3,0.3,BND,0.414633,0.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.9,0.0,False,False,0.0,0.0,0.0,0.0,0.75,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
POC_3,ANS_POC_282,bnd_human_review,safe,3.0,3.3,3.3,5.0,0.5,0.3,0.3,BND,0.434469,0.0,1.0,0.066667,0.066667,0.0,0.0,0.8,0.4,0.8,0.133,False,False,0.0,0.0,0.0,0.16,0.6,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
POC_5,ANS_POC_159,bnd_human_review,safe,4.0,3.7,3.7,5.0,0.5,0.3,0.3,BND,0.434469,0.0,1.0,0.066667,0.066667,0.0,0.0,1.0,0.4,1.0,0.1294,False,False,0.0,0.0,0.0,0.0,0.7,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_13,ANS_CO_1531,bnd_human_review,safe,19.0,19.0,19.0,20.0,2.0,0.0,0.0,BND,0.481198,0.0,0.75,0.116667,0.116667,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_3,ANS_CO_237,bnd_human_review,safe,9.0,9.0,9.0,10.0,1.0,0.0,0.0,BND,0.414633,0.0,1.0,0.333333,0.333333,0.0,0.0,1.0,0.5,1.0,0.0,False,False,0.0,0.0,0.0,0.0,0.75,0.0,False,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
DM_2,ANS_DM_106,bnd_human_review,safe,8.0,8.0,8.0,10.0,1.0,0.0,0.0,BND,0.414633,0.0,1.0,0.333333,0.333333,0.0,0.0,0.8571,0.8571,0.9,0.0438,False,False,0.0,0.0,0.08,0.0857,0.75,0.0,True,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
ISC_6,ANS_ISC_95,bnd_human_review,safe,5.0,5.0,5.0,6.0,0.6,0.0,0.0,BND,0.40237,0.0,1.0,0.5,0.166667,0.5,0.0,1.0,1.0,1.0,0.0196,False,False,0.5,0.5,0.4167,0.0,1.0,0.5,True,keep_baseline,lower_action_disabled_by_validation_gate,defer_human,True
CO_4,ANS_CO_724,safe_pos,safe,11.0,9.3,9.3,20.0,2.0,1.7,1.7,POS,0.57606,0.0,0.25,0.2,0.133333,0.2,0.0,1.0,0.0,1.0,0.4529,True,False,0.2,0.2,0.093,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CPL_7,ANS_CPL_412,safe_pos,safe,12.0,10.5,10.5,15.0,1.5,1.5,1.5,POS,0.540884,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1765,False,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_12,ANS_CO_1336,safe_pos,safe,14.0,15.3,15.3,25.0,2.5,1.3,1.3,POS,0.573053,0.0,0.3,0.106667,0.106667,0.0,0.0,1.0,0.0,1.0,0.28,False,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_8,ANS_CO_892,safe_pos,safe,7.0,6.2,6.2,10.0,1.0,0.8,0.8,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.75,0.0926,False,False,0.0,0.0,0.0,0.125,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CPL_4,ANS_CPL_187,safe_pos,safe,9.0,9.8,9.8,10.0,1.0,0.8,0.8,POS,0.584712,0.0,0.25,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_12,ANS_CO_1379,safe_pos,safe,16.0,16.7,16.7,25.0,2.5,0.7,0.7,POS,0.548392,0.08,0.4,0.133333,0.133333,0.0,0.0,1.0,0.75,1.0,0.2141,False,False,0.0,0.0,0.0,0.0,0.875,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_8,ANS_CO_852,safe_pos,safe,8.0,7.3,7.3,10.0,1.0,0.7,0.7,POS,0.578537,0.0,0.25,0.166667,0.166667,0.0,0.0,0.5,0.5,0.75,0.0483,False,False,0.0,0.0,0.0912,0.125,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_2,ANS_ISC_497,safe_pos,safe,3.0,2.5,2.5,5.0,0.5,0.5,0.5,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4118,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_2,ANS_ISC_516,safe_pos,safe,3.0,2.5,2.5,5.0,0.5,0.5,0.5,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4118,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_4,ANS_ISC_624,safe_pos,safe,3.0,2.5,2.5,5.0,0.5,0.5,0.5,POS,0.627239,0.0,0.0,0.166667,0.166667,0.0,0.0,0.5,0.5,0.5,0.0849,True,False,0.0,0.0,0.0,0.25,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_4,ANS_ISC_628,safe_pos,safe,3.0,2.5,2.5,5.0,0.5,0.5,0.5,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0849,True,False,0.0,0.0,0.0,0.25,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_4,ANS_ISC_660,safe_pos,safe,3.0,2.5,2.5,5.0,0.5,0.5,0.5,POS,0.627239,0.0,0.0,0.166667,0.166667,0.0,0.0,0.5,0.5,0.5,0.0849,True,False,0.0,0.0,0.0,0.25,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_4,ANS_ISC_672,safe_pos,safe,3.0,2.5,2.5,5.0,0.5,0.5,0.5,POS,0.627239,0.0,0.0,0.166667,0.166667,0.0,0.0,0.5,0.5,0.5,0.0849,True,False,0.0,0.0,0.0,0.25,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_4,ANS_ISC_676,safe_pos,safe,3.0,2.5,2.5,5.0,0.5,0.5,0.5,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0849,True,False,0.0,0.0,0.0,0.25,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_4,ANS_ISC_682,safe_pos,safe,2.0,2.5,2.5,5.0,0.5,0.5,0.5,POS,0.627239,0.0,0.0,0.166667,0.166667,0.0,0.0,0.5,0.5,0.5,0.1029,True,True,0.0,0.0,0.0,0.25,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_4,ANS_CO_654,safe_pos,safe,20.0,19.7,19.7,20.0,2.0,0.3,0.3,POS,0.583479,0.0,0.25,0.1,0.083333,0.1,0.0,1.0,1.0,1.0,0.0,False,False,0.1,0.1,0.0985,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_4,ANS_CO_713,safe_pos,safe,20.0,19.7,19.7,20.0,2.0,0.3,0.3,POS,0.578537,0.0,0.25,0.166667,0.166667,0.1,0.0,1.0,1.0,1.0,0.0,False,False,0.1,0.1,0.0985,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_10,ANS_CO_1102,safe_pos,safe,11.0,11.2,11.2,15.0,1.5,0.2,0.2,POS,0.533644,0.066667,0.5,0.0667,0.066667,0.0667,0.0,0.5,0.5,0.7778,0.0473,False,False,0.0667,0.0667,0.083,0.1111,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_3,ANS_CO_152,safe_pos,safe,2.0,1.8,1.8,10.0,1.0,0.2,0.2,POS,0.59086,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7882,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CPL_6,ANS_CPL_319,safe_pos,safe,7.0,6.8,6.8,10.0,1.0,0.2,0.2,POS,0.57606,0.0,0.25,0.2,0.2,0.0,0.0,1.0,1.0,0.8,0.16,False,False,0.0,0.0,0.0,0.2,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_2,ANS_ISC_504,safe_pos,safe,3.0,2.8,2.8,5.0,0.5,0.2,0.2,POS,0.540884,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3412,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_23,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_32,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_37,safe_pos,safe,0.0,0.0,0.0,5.0,0.5,0.0,0.0,POS,0.608292,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_44,safe_pos,safe,2.0,2.0,2.0,5.0,0.5,0.0,0.0,POS,0.608292,0.3,0.0,0.3,0.3,0.0,0.0,0.4,0.4,0.4,0.0758,True,False,0.0,0.0,0.0,0.24,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_47,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_58,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_61,safe_pos,safe,2.0,2.0,2.0,5.0,0.5,0.0,0.0,POS,0.608292,0.3,0.0,0.3,0.3,0.0,0.0,0.4,0.4,0.4,0.0758,True,False,0.0,0.0,0.0,0.24,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_73,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_76,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_87,safe_pos,safe,0.0,0.0,0.0,5.0,0.5,0.0,0.0,POS,0.608292,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_1,ANS_CO_88,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_11,ANS_CO_1213,safe_pos,safe,0.0,0.0,0.0,15.0,1.5,0.0,0.0,POS,0.583764,0.533333,0.0,0.533333,0.533333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
