question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,final_calibrated_score,single_diff,avg_diff,selected_diff,final_diff,single_abs_error,avg_abs_error,selected_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,final_gain_vs_avg,final_gain_vs_single,route,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action,score_calibration_applied,score_calibration_correction,score_calibration_reason,score_calibration_lookup
CO_1,ANS_CO_46,5.0,3.5,4.0,4.0,4.6,-1.5,-1.0,-1.0,-0.4,1.5,1.0,1.0,0.4,0.5,0.0,0.6,0.6,1.1,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7071,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_raise,True,0.6,validation_route_score_band_correction,question_route:CO_1|BND
CO_1,ANS_CO_54,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_1
CO_1,ANS_CO_53,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route:CO_1|BND
CO_1,ANS_CO_57,5.0,4.55,4.5,4.5,5.0,-0.45,-0.5,-0.5,0.0,0.45,0.5,0.5,0.0,-0.05,0.0,0.5,0.5,0.45,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0236,0.0,0.0,0.05,0.0,0.016667,0.983333,,True,0.5,validation_route_score_band_correction,question:CO_1
CO_1,ANS_CO_55,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route:CO_1|BND
CO_1,ANS_CO_59,5.0,1.5,1.3,1.3,1.3,-3.5,-3.7,-3.7,-3.7,3.5,3.7,3.7,3.7,-0.2,0.0,0.0,0.0,-0.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.67,0.7,0.5,0.7,0.633333,0.366667,reject_raise,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_60,1.0,3.0,3.0,3.0,4.1,2.0,2.0,2.0,3.1,2.0,2.0,2.0,3.1,0.0,0.0,-1.1,-1.1,-1.1,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4288,0.33,0.3,1.0,0.3,0.533333,0.466667,small_raise,True,0.6,validation_route_score_band_correction,question_route:CO_1|BND
CO_1,ANS_CO_63,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_65,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_1
CO_1,ANS_CO_64,5.0,5.0,4.5,4.5,5.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.5,0.0,-0.5,0.0,0.5,0.5,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7071,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_raise,True,0.5,validation_route_score_band_correction,question_route:CO_1|BND
CO_1,ANS_CO_69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_66,5.0,5.0,4.7,4.7,5.0,0.0,-0.3,-0.3,0.0,0.0,0.3,0.3,0.0,-0.3,0.0,0.3,0.3,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4243,0.0,0.0,0.9,0.0,0.3,0.7,keep_minor_change,True,0.3,validation_route_score_band_correction,question_route:CO_1|BND
CO_1,ANS_CO_70,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_72,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_1
CO_1,ANS_CO_77,2.0,3.5,3.5,3.5,4.1,1.5,1.5,1.5,2.1,1.5,1.5,1.5,2.1,0.0,0.0,-0.6,-0.6,-0.6,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,True,0.6,validation_route_score_band_correction,question_route:CO_1|BND
CO_1,ANS_CO_79,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route:CO_1|BND
CO_1,ANS_CO_71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_80,1.0,2.0,1.8,1.8,1.8,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.2,0.0,0.0,0.0,0.2,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2828,0.33,0.3,0.6,0.3,0.4,0.6,,False,0.0,not_run_for_neg_route,
CO_1,ANS_CO_82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.85,0.0,0.85,0.566667,0.433333,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_84,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_1
CO_1,ANS_CO_86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_90,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_1
CO_1,ANS_CO_89,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route:CO_1|BND
CO_1,ANS_CO_93,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route_band:CO_1|BND|low
CO_1,ANS_CO_92,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route:CO_1|BND
CO_1,ANS_CO_95,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route:CO_1|BND
CO_1,ANS_CO_94,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,not_run_for_neg_route,
CO_1,ANS_CO_96,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_1
CO_1,ANS_CO_97,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_1
CO_1,ANS_CO_99,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change,False,0.6,raise_blocked_by_core_overcredit_evidence,question_route:CO_1|BND
CO_1,ANS_CO_98,5.0,2.1,2.1,2.1,3.3,-2.9,-2.9,-2.9,-1.7,2.9,2.9,2.9,1.7,0.0,0.0,1.2,1.2,1.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.4,0.0,0.4,0.266667,0.733333,small_raise,True,0.6,validation_route_score_band_correction,question_route:CO_1|BND
CO_2,ANS_CO_517,15.0,16.0,15.0,15.0,16.44,1.0,0.0,0.0,1.44,1.0,0.0,0.0,1.44,1.0,0.0,-1.44,-1.44,-0.44,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.0,0.25,0.5,0.25,0.333333,0.666667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_516,15.0,13.0,16.0,16.0,18.84,-2.0,1.0,1.0,3.84,2.0,1.0,1.0,3.84,1.0,0.0,-2.84,-2.84,-1.84,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,2.1602,0.0,0.25,1.0,0.25,0.5,0.5,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_520,15.0,0.0,0.0,0.0,0.0,-15.0,-15.0,-15.0,-15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.5,0.55,0.0,0.55,0.366667,0.633333,keep_minor_change,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_523,18.0,6.0,6.0,6.0,6.0,-12.0,-12.0,-12.0,-12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_524,18.0,14.0,13.7,13.7,15.14,-4.0,-4.3,-4.3,-2.86,4.0,4.3,4.3,2.86,-0.3,0.0,1.44,1.44,1.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.2472,0.0,0.0,0.75,0.0,0.25,0.75,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_526,20.0,11.0,10.7,10.7,13.54,-9.0,-9.3,-9.3,-6.46,9.0,9.3,9.3,6.46,-0.3,0.0,2.84,2.84,2.54,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.2472,0.0,0.0,0.75,0.0,0.25,0.75,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_518,15.0,18.0,15.7,15.7,17.14,3.0,0.7,0.7,2.14,3.0,0.7,0.7,2.14,2.3,0.0,-1.44,-1.44,0.86,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,2.6247,0.0,0.25,1.0,0.25,0.5,0.5,reject_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_527,18.0,16.0,15.3,15.3,18.14,-2.0,-2.7,-2.7,0.14,2.0,2.7,2.7,0.14,-0.7,0.0,2.56,2.56,1.86,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_530,15.0,12.5,12.5,12.5,15.34,-2.5,-2.5,-2.5,0.34,2.5,2.5,2.5,0.34,0.0,0.0,2.16,2.16,2.16,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.4,0.25,0.4,0.35,0.65,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_533,20.0,14.0,13.3,13.3,14.74,-6.0,-6.7,-6.7,-5.26,6.0,6.7,6.7,5.26,-0.7,0.0,1.44,1.44,0.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_528,15.0,6.0,9.3,9.3,9.3,-9.0,-5.7,-5.7,-5.7,9.0,5.7,5.7,5.7,3.3,0.0,0.0,0.0,3.3,NEG,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,3.3993,0.0,0.3,1.0,0.3,0.533333,0.466667,,False,0.0,not_run_for_neg_route,
CO_2,ANS_CO_539,20.0,20.0,18.0,18.0,19.44,0.0,-2.0,-2.0,-0.56,0.0,2.0,2.0,0.56,-2.0,0.0,1.44,1.44,-0.56,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.633,0.0,0.0,1.0,0.0,0.333333,0.666667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_542,18.0,20.0,20.0,20.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_541,20.0,14.0,13.7,13.7,13.74,-6.0,-6.3,-6.3,-6.26,6.0,6.3,6.3,6.26,-0.3,0.0,0.04,0.04,-0.26,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,2.0548,0.0,0.0,1.0,0.0,0.333333,0.666667,small_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_543,20.0,17.0,17.0,17.0,18.44,-3.0,-3.0,-3.0,-1.56,3.0,3.0,3.0,1.56,0.0,0.0,1.44,1.44,1.44,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_544,20.0,16.0,16.0,16.0,17.44,-4.0,-4.0,-4.0,-2.56,4.0,4.0,4.0,2.56,0.0,0.0,1.44,1.44,1.44,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_546,20.0,16.0,15.5,15.5,16.94,-4.0,-4.5,-4.5,-3.06,4.0,4.5,4.5,3.06,-0.5,0.0,1.44,1.44,0.94,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_547,18.0,17.0,16.7,16.7,17.93,-1.0,-1.3,-1.3,-0.07,1.0,1.3,1.3,0.07,-0.3,0.0,1.23,1.23,0.93,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.05,0.25,0.05,0.116667,0.883333,,True,1.2333,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_551,18.0,3.0,3.3,3.3,3.3,-15.0,-14.7,-14.7,-14.7,15.0,14.7,14.7,14.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.5,0.5,0.25,0.5,0.416667,0.583333,reject_lower,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_550,20.0,7.0,7.3,7.3,7.3,-13.0,-12.7,-12.7,-12.7,13.0,12.7,12.7,12.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_554,20.0,17.0,19.0,19.0,20.0,-3.0,-1.0,-1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.4142,0.0,0.0,0.75,0.0,0.25,0.75,reject_raise,True,1.0,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_557,18.0,10.0,10.0,10.0,12.84,-8.0,-8.0,-8.0,-5.16,8.0,8.0,8.0,5.16,0.0,0.0,2.84,2.84,2.84,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_555,20.0,18.0,16.3,16.3,16.24,-2.0,-3.7,-3.7,-3.76,2.0,3.7,3.7,3.76,-1.7,0.0,-0.06,-0.06,-1.76,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.2472,0.0,0.0,0.75,0.0,0.25,0.75,large_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_558,18.0,15.0,14.2,14.2,15.64,-3.0,-3.8,-3.8,-2.36,3.0,3.8,3.8,2.36,-0.8,0.0,1.44,1.44,0.64,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.0,0.375,0.0,0.125,0.875,reject_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_560,20.0,17.0,16.7,16.7,17.93,-3.0,-3.3,-3.3,-2.07,3.0,3.3,3.3,2.07,-0.3,0.0,1.23,1.23,0.93,POS,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,,True,1.2333,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_559,20.0,17.5,14.2,14.2,14.64,-2.5,-5.8,-5.8,-5.36,2.5,5.8,5.8,5.36,-3.3,0.0,0.44,0.44,-2.86,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,2.6562,0.0,0.0,1.0,0.0,0.333333,0.666667,auto_small_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_562,15.0,5.0,8.7,8.7,8.7,-10.0,-6.3,-6.3,-6.3,10.0,6.3,6.3,6.3,3.7,0.0,0.0,0.0,3.7,NEG,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,3.2998,0.0,0.0,1.0,0.0,0.333333,0.666667,,False,0.0,not_run_for_neg_route,
CO_2,ANS_CO_561,19.0,19.0,17.7,17.7,19.14,0.0,-1.3,-1.3,0.14,0.0,1.3,1.3,0.14,-1.3,0.0,1.16,1.16,-0.14,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_564,20.0,17.0,16.3,16.3,17.74,-3.0,-3.7,-3.7,-2.26,3.0,3.7,3.7,2.26,-0.7,0.0,1.44,1.44,0.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,reject_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_567,20.0,16.0,16.0,16.0,17.44,-4.0,-4.0,-4.0,-2.56,4.0,4.0,4.0,2.56,0.0,0.0,1.44,1.44,1.44,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_565,18.0,17.0,16.3,16.3,17.74,-1.0,-1.7,-1.7,-0.26,1.0,1.7,1.7,0.26,-0.7,0.0,1.44,1.44,0.74,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.05,0.5,0.05,0.2,0.8,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_570,20.0,14.0,14.0,14.0,15.44,-6.0,-6.0,-6.0,-4.56,6.0,6.0,6.0,4.56,0.0,0.0,1.44,1.44,1.44,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_571,15.0,16.0,15.5,15.5,16.94,1.0,0.5,0.5,1.94,1.0,0.5,0.5,1.94,0.5,0.0,-1.44,-1.44,-0.94,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.25,0.25,0.25,0.25,0.75,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_569,19.0,18.0,16.3,16.3,17.74,-1.0,-2.7,-2.7,-1.26,1.0,2.7,2.7,1.26,-1.7,0.0,1.44,1.44,-0.26,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.6997,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_572,20.0,17.5,17.5,17.5,18.73,-2.5,-2.5,-2.5,-1.27,2.5,2.5,2.5,1.27,0.0,0.0,1.23,1.23,1.23,POS,True,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.0,0.25,0.0,0.083333,0.916667,,True,1.2333,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_575,15.0,7.0,7.7,7.7,7.7,-8.0,-7.3,-7.3,-7.3,8.0,7.3,7.3,7.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,reject_raise,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
